bill_id,bill_name,title,abstract,subject
ocd-bill/54331594-505d-41fd-99df-8302bd95f0c3,A 8037,Relates to permitting persons who have filed for asylum to work in New York state,Relates to permitting persons who have filed for asylum to work in New York State.,employment
ocd-bill/745cb679-21a9-4a14-8be5-c0d581d914fd,A 8022,Repeals the requirement that the senate vote to confirm the appointment of certain chief executive officers within a certain time period,Repeals the requirement that the senate vote to confirm the appointment of certain chief executive officers within a certain time period; amends certain provisions of law relating thereto.,security
ocd-bill/d8a3acda-d18f-445d-b9dc-1166c5b4ed49,A 8028,Deems human remains to be abandoned if not acted upon within a certain period of time,Deems human remains to be abandoned if not acted upon within a certain period of time and authorizes the person in possession of such remains to dispose of them.,security
ocd-bill/20d39ad8-42d0-49f4-b88e-40f42fec4439,A 8026,Provides for the ability of a court to set bail for repeat offenses,Provides for the ability of a court to set bail where the principal stands charged for the third time for the same offense within a period of two years.,security
ocd-bill/88a77ceb-8ee9-4339-9e1e-9548757f8ca6,A 8039,Directs the department of health to create a prescription drug inventory database,"Directs the department of health to create a prescription drug inventory database that contains a list of all drugs designated as being currently in shortage by the federal food and drug administration's drug shortages database, and a list of pharmacies in the state where each such drug is currently in stock.",health
ocd-bill/f7eabd1d-a602-4cce-a13b-ebb01c8c27ca,A 8029,Directs the metropolitan transportation authority and the New York city transit authority to rename the 23rd Street subway station to the 23rd Street Baruch College station,Directs the metropolitan transportation authority and the New York city transit authority to rename the 23rd Street subway station to the 23rd Street Baruch College station.,transportation
ocd-bill/f4ff6d53-386d-4c45-aba4-a8de3a93ca07,A 8040,Establishes the high school peer mentoring pilot program,Establishes the high school peer mentoring pilot program.,education
ocd-bill/06f73da2-d777-4cc0-b873-63fd7b2714b7,A 8034,Relates to local opt-in of migrant housing,"Provides that any requirement that undocumented immigrants who are seeking asylum in the United States be sheltered in a certain locality or localities shall only apply to those towns, cities, and counties that opt-in to such requirement through the adoption of a local law or ordinance; defines the term ""sheltered"" as including, but not limited to, being temporarily or permanently placed into housing, dwelling, or living quarters by a state or local governmental entity.",housing
ocd-bill/21b235f4-dc5a-4e51-8582-2ed46a31de5e,A 8035,Relates to electronic notification when prior authorization is required to fill a prescription,Requires insurers to provide electronic notification when prior authorization is required to fill a prescription if requested by the insured.,technology
ocd-bill/9da5c820-d1dd-4d05-94e4-b7c289a491fc,A 8030,Relates to the appointment of members of the Battery Park city authority,Relates to the appointment of members of the Battery Park city authority; increases the number of members to nine; requires five of the nine members be primary residents of Battery Park city.,employment
ocd-bill/c6deceb6-19a4-4820-b531-936bdf562abf,A 8024,Relates to toll exemptions for certain vehicles under the central business district tolling program,"Exempts vehicles owned by civil service employees, college students and commercial and residential repair businesses from tolls charged under the central business district tolling program.",transportation
ocd-bill/b32818c2-22c2-4de3-bf07-c1597e541e2c,A 8036,Establishes the Oswego river basin authority,"Establishes the Oswego river basin authority to manage flood mitigation, water flow management and water flow monitoring, emergency management and flood response in the Oswego river basin.",security
ocd-bill/227d873c-0117-4f08-8cc2-c333b222ad98,A 8038,Requires the commissioner of education to establish a uniform dress code across all public high schools,Requires the commissioner of education to establish a uniform dress code across all public high schools.,education
ocd-bill/8f43667e-d49b-42aa-b478-57fa3b9f0927,A 8033,Prohibits the governor from preventing or inhibiting state agency cooperation with the federal government for the purposes of immigration enforcement,Prohibits the governor from preventing or inhibiting state agency cooperation with the federal government for the purposes of immigration enforcement; prohibits state agencies from preventing or inhibiting collaboration with federal agencies for the purposes of federal immigration enforcement.,security
ocd-bill/450ebe74-0e07-4262-aaaf-002eea379795,A 8041,Relates to the crimes of commercial bribery and larceny,"Removes the $250 economic harm requirement from the felony commercial bribery statutes; expands the crime of larceny to include theft of personal identifying information, computer data, computer programs, and services, to adapt to modern technological realities; provides state jurisdiction and county venue over cases involving larceny of personal identifying information, computer data, and computer programs, where the victim is located in the state or the county.",taxation
ocd-bill/1ee7b22f-2d43-44b4-8774-8eb90997cbd7,A 8025,Relates to restrictions on cannabis use near children,Prohibits the use of cannabis within thirty feet of a child or within thirty feet of any location in which children reside or attend for any recreational or educational purpose; provides for increased penalties for a second or subsequent violation.,security
